State,AssessmentFeeId,Rate,EffectiveDate,ExpirationDate
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Red,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Black,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Yellow,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MN,,Orange,2021-01-01,2022-01-01
MN,,Green,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Orange,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,NA,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Orange,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Orange,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Orange,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Orange,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Orange,2021-01-01,2022-01-01
MO,,Orange,2021-01-01,2022-01-01
MO,,Orange,2021-01-01,2022-01-01
MO,,Orange,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Orange,2021-01-01,2022-01-01
MO,,Orange,2021-01-01,2022-01-01
MO,,Orange,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Orange,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Orange,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Black,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Orange,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
MO,,Yellow,2021-01-01,2022-01-01
MO,,Green,2021-01-01,2022-01-01
MO,,Red,2021-01-01,2022-01-01
